username,comments,comment_upvotes,comment_score,posts,post_upvotes,post_score,total_posts,pay2post,points,blockchain_address
xcreampye69x,8,5.54085,3502.11136,0,0,0.0,0,0,3502.11136,0xe64C85059F9560fd475cc4d3DDe881334917D4eB
thorp1,6,5.5,3476.292,0,0,0.0,0,0,3476.292,0x3f65Ad6363073D3328b3F47273D7F3C7f574fD13
dongerated,1,1.0,632.05309,6,3.45337,4974.3789,9,2250,3356.43199,0xAeE1c7b2d3Ea82C4A1014696B6A5e3371fC698FC
interpole10,5,5.0,3160.26545,0,0,0.0,0,0,3160.26545,0x0433d140d0F29d05D77a8Ee9f3da24E1A2b73339
alt-co,0,0,0.0,1,2.0,2880.87966,1,250,2630.87966,0xc27141e41BfC20d37911E5D6178EaabA10F825d8
tahiraslam8k,5,4.0142,2537.18751,0,0,0.0,0,0,2537.18751,0x01761f6FF1CFa8f81FbFC830df947a11a1C34F6D
legionticket,1,1.0,632.05309,3,1.75,2520.7697,3,750,2402.82279,0x4a5008a960Df61CE7CF1EFDe0CBc268C390ff94F
olmops,3,3.0,1896.15927,0,0,0.0,0,0,1896.15927,0xCA7d56f69C1321DA5ac0fc68B2433A4B3c4624Dc
maximumstudent1839,2,3.0,1896.15927,0,0,0.0,0,0,1896.15927,0xeC64E641Daf8228c7043E25948c3eE5CEd89FaC6
shibeceo,3,3.0,1896.15927,0,0,0.0,0,0,1896.15927,0x6423c5ce78E66d37172163D581469822879b1d4a
pinewatch762,3,3.0,1896.15927,0,0,0.0,0,0,1896.15927,0x14f40e47227c9F75FD3165292D9F9ff28a4BE577
tserica,2,3.0,1896.15927,0,0,0.0,0,0,1896.15927,0x2dED425b17b63c26bC51C8888466B560717C1Dd8
purple-hawk-4405,2,3.0,1896.15927,0,0,0.0,0,0,1896.15927,0xBb3ee4bFa92A7ca51169163668C418048E24d88c
ikeo1,2,3.0,1896.15927,0,0,0.0,0,0,1896.15927,0xb26Ea1838AF0A3bCf7CFd9fCD50e07D33e049BD3
ice-flght,4,2.5142,1589.10788,0,0,0.0,0,0,1589.10788,0xdb45859C25c08a38f2cC04c17a04F76C0FC3191f
abcoathup,4,2.5,1580.13272,0,0,0.0,0,0,1580.13272,0x13ebd3443fa5575F0Eb173e323D8419F7452CfB1
incompetentdonuts,3,2.5,1580.13272,0,0,0.0,0,0,1580.13272,0x2A043F315F24762937CBCf0EB6CB313a43bDE534
security_raven,4,2.01885,1276.02038,0,0,0.0,0,0,1276.02038,0xFBddB66A587515789f4bF2bFA5e19FE98e980104
roy1984,2,2.0,1264.10618,0,0,0.0,0,0,1264.10618,0x0cC7dAE1748e8E5371b2e2b47a5D9446E1D46546
chillinewman,2,2.0,1264.10618,0,0,0.0,0,0,1264.10618,0xC9BEd71F2F1760002864E7ecCAA8C3f36fFc4745
fattestlion,2,2.0,1264.10618,0,0,0.0,0,0,1264.10618,0x2dBB136D8DC31698ADA7C56E0853C255629d0cA6
flame_ftw,1,2.0,1264.10618,0,0,0.0,0,0,1264.10618,0x913A7536ed86f5CC02B749A91728E0a80D349Aa2
centralbankerscum,2,2.0,1264.10618,0,0,0.0,0,0,1264.10618,0x6E50910Df475eb94Da8C72ac29FA6B753691Cb7b
emergensee13,3,2.0,1264.10618,0,0,0.0,0,0,1264.10618,0xC73d8C34297F3d78Cb1d0708c6D458AC068fFC53
chubby_fit,1,2.0,1264.10618,0,0,0.0,0,0,1264.10618,0x50459CAE2eF68E355013dEb7d6C902C58B0B22aE
m_i_n_d_,1,2.0,1264.10618,0,0,0.0,0,0,1264.10618,0xD04bB94C97e27fF6dE07A316CBEF65bB5A0Fb613
zeroxoia,1,2.0,1264.10618,0,0,0.0,0,0,1264.10618,0xCfAA0ce788fe52037af11c2f3b3a6F50ADB2597B
consistentpeachkey,1,2.0,1264.10618,0,0,0.0,0,0,1264.10618,0x1e3f0E9Cfb23931A79E086530914a96371c618a7
fribben,1,2.0,1264.10618,0,0,0.0,0,0,1264.10618,0xECe74f4811753aF8936f98259DAfCCA258769F87
guaranteejazzlike653,1,2.0,1264.10618,0,0,0.0,0,0,1264.10618,0xca18B5f8e506ca52fE4878B4BD35196Ed76a87E1
bzzking,0,0,0.0,1,1.0,1440.43983,1,250,1190.43983,0x7C48CF841a4cd5754127148fB9B20580Fc51eBeb
k4yce,1,1.0,632.05309,1,0.5,720.21992,1,250,1102.27301,0xa682ff6C94C4df3fDb9aa7C7d5E9b0B2a84c1ef6
gubbie99,6,2.0568,1300.0068,0,0,0.0,1,250,1050.0068,0xaF29FACA9278f3FE68BaDd745BB7f5b1538A17Ff
timbulance,2,1.5,948.07964,0,0,0.0,0,0,948.07964,0xf8b2808E19413E0b14C2966dD6afB497c7F5A919
0x456,1,1.5,948.07964,0,0,0.0,0,0,948.07964,0x456029D4d417ab7BD4D5d2b0404215E56a25C000
kaijeng,2,1.5,948.07964,0,0,0.0,0,0,948.07964,0x33de26d9083f338c9C4AC0F81c59D2C0DfBE3cE1
rv8n8,2,1.5,948.07964,0,0,0.0,0,0,948.07964,0x3e38717ca367cDad980613466ea2395621EE17E8
kingkai1998,3,1.5,948.07964,0,0,0.0,0,0,948.07964,0xf34bb068b683511136726E5A8ce620ce869822eb
criticalcobraz,1,1.0,632.05309,1,0.5,720.21992,2,500,852.27301,0xdBdD159aC55fCc78b67F15751A9cB66d395eCb1F
prospero_quant,1,1.0,632.05309,1,0.3,432.13195,1,250,814.18504,0xF1F4f85EC7393d01fF52E5eA22Fc39457b62a19c
zepoid,1,0.5,316.02654,1,0.5,720.21992,1,250,786.24646,0x63f0a3c5bf80D358109E962443E6c7a22822F54c
bottomtimer_tunafish,2,1.0,632.05309,1,0.25,360.10996,1,250,742.16305,0xcbe8B4E8A16437D94e065A8C3E4797896C228Cee
aminok,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0xbEA18A39a1cEe253705eB5e966fe23F26dD109eF
oaxaca_locker,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0x811C29A1222b53B32B31545e1a5acBbe8CDA8Ad7
voidfactory,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0xd99Ef190A8Db6AaBbA084a2ea65EC915645BDa22
yoldark,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0x1542cBd59A301e8b8bceD150c752e5a49D196F04
parakite,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0x2921628Eb2c43ce735A89318fd4865A79e0e9a51
nickel62,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0x68d2E117B2297e5161209788f9915D301d3cE532
studdmufin,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0x4991eF523C86F02B76963e7c04dF084EccF2995e
poojaapriyaa,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0x525465D20141d324fe857485F8f4E11740AAcCE1
wytherlanejazz,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0x9663DcbcF075ab5d3A1aE2e96A52DbdD88c886Ff
demapples4u,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0x7FDCd2E33E371ec87B95bbFfc2554E0b2009E446
puddingbuks26,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0x6361d1737dccFD7a68a969A7f06F9D97a740c162
rootpl,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0xEdc0321b407b165CF926BE3E77ecB6C791f731bA
megselepgeci,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0xe0ADe6c4900d80Abd8cc8C462F8F9F586b5Cd065
offgridgecko,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0x2496286BDB820d40C402802F828ae265b244188A
mimsoo777,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0x0F178370Bd5F68003C107527143C3a082134F966
uthillygooth,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0xAf79312EB821871208ac76A80c8E282f8796964e
norecommendation9108,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0x3Cc905130bd541b56e70189B225491ef59EBdf14
beerdrinker_mavech,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0x0ab9cb780BAAbd1aC9b93b31A756E255905106A0
distinctengineering2,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0xb1007d8b6a0599637Fa7784993EAcEB26A94A89f
hooftly,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0x4CF8e4D37F561815F208565a5b6Ca8a85b143205
physicaljoe3011,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0xA3B9703bE58185CC05C010B50Eba8f6dE69468a6
thinkingperson,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0x3B753afeE5EF08832Aff91C1556e080b4EFb680d
mattie_kadlec,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0xF443e10e9d0FadD4b5153320B3F27840c2c7e5DC
wales-bloke,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0x99dbCd0732Df1A4Aa0bb45d313cA1f22Ee2b4062
nethanns,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0xB3184DA621427417e4991eD9321895e03052608E
1moreanonaccount,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0x7A6c54B21118Fa431e602A3298d86aFe42a1Ae1f
greenwolf_12,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0xe0c5b09eb1616b948103FDa95d69c9b7503a4c15
shelbyturtle,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0xf1769dbb44B0E8B1AD519Ea80e45E870a3C535C4
flashy-butterfly6310,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0xD5bB9395dB87015F8240D768ad9575987CEDAF3F
dfeldsyo,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0xBa2dd18c7A9903187a09ca6f6982afAD98847B32
shib_army,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0xE4cebdE475674EB709f3B169541386Bf326066Df
bapfelbaum,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0x94D7923914498FeC496E6F15cC7d30099f204EaC
desperate-fondant-41,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0xDaB5762B13dFC77FE26CECCF7989A5E0ecAA41F9
jesser9,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0x7d0C0FCD7EbF36c8b3Adf162168F8139E6E72f74
hardciderguy,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0xeaE4c266C073776b7fc1A008B12d56F052811c1b
master-cicada1480,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0x6842317481Df7EC9Bae5118B6d532070900A8CE2
2020visionsloth,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0x0431A561C0Dc7D3DcEffd9df42D0E241E7959fCc
dogstunning4845,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0xa21fca7a26bb74E8604858F329aF48c68428d596
few-butterscotch1572,1,1.0,632.05309,0,0,0.0,0,0,632.05309,0x0292259335185a332a337f8c88945Ef61AF7137B
alternativewonder471,0,0,0.0,1,0.5,720.21992,1,250,470.21992,0x1c2f252a47d6C0160a0fDe8e70FDb09e790a7d5D
according_time5120,0,0,0.0,1,0.5,720.21992,1,250,470.21992,0xeDDf642049e08c287335a9aa87854E3442ff99B4
basoosh,1,0.5,316.02654,0,0,0.0,0,0,316.02654,0x80148c5d2b61182107f43FAE67f8F2ec4b5dbcDE
memeycurmudgeon,1,0.5,316.02654,0,0,0.0,0,0,316.02654,0x7f25555A0C85B53Cb8934960D0e4ae2DF65CeCaB
_-_--_---,0,0,0.0,1,0.38135,549.31173,1,250,299.31173,0x98134B610e5bBaD482dd09553B81a5DD55b8E8d0
physicallodging,0,0,0.0,1,0.25,360.10996,1,250,110.10996,0x100301F03299C90EC2945f64Db1f9F4e424d71F2
