username,contrib,base,mod,org,voter,voting_bonus_contrib,post_of_the_week,pay2post
bashdude_1,0,0,0.0,0.0,-865.2555899999998,0,0,-5934.3676
creeptoecurrentsea,6976.41463,7205.70846,0.0,0.0,550.2441699999999,900,0,-1679.538
insanemcfries,3432.75725,5045.20838,0.0,0.0,-492.7591299999999,0,0,-1119.692
coinfeeds-bot,2857.64787,3287.92716,0.0,0.0,-430.2792900000004,0,0,-0.0
pippouai,0,0,0.0,0.0,-380.3839600000001,0,0,-0.0
darunningdead,4045.08687,3745.50538,0.0,0.0,295.33509000000004,900,0,-895.7536
0xmarcaurel,29515.64111,3944.45376,12142.857142857143,15000.0,-340.0085899999999,0,0,-1231.6612
timbulance,3345.27567,2344.55301,0.0,0.0,100.7226599999999,900,0,-0.0
carrykind8827,2465.43021,5904.87654,0.0,0.0,-304.3087300000002,0,0,-3135.1376
chemicalanybody6229,2210.4037,5057.93789,0.0,0.0,-272.24259000000006,0,0,-2575.2916
huelino,2654.56041,1682.28881,0.0,0.0,72.27160000000003,900,0,-0.0
mixdealyn,2644.85652,1859.38356,0.0,0.0,109.41136000000006,900,0,-223.9384
michaelaischmann,2511.62087,1545.23704,0.0,0.0,66.38382999999999,900,0,-0.0
incompetentdonuts,12116.16247,0,12142.857142857143,0.0,85.27453000000014,0,0,-111.9692
ill_thought5132,1275.25485,1467.27142,0.0,0.0,-192.01657,0,0,-0.0
s-u_2,2378.66948,1417.76202,0.0,0.0,60.90746000000013,900,0,-0.0
aminok,13319.22026,1574.5331099999999,12142.857142857143,0.0,-174.2315900000001,0,0,-223.9384
malixshak,0,0,0.0,0.0,-173.42866000000004,0,0,-1119.692
eat-sleep-rave,1963.45052,1019.64623,0.0,0.0,43.80429000000015,900,0,-0.0
king__robbo,1943.92326,1000.92331,0.0,0.0,42.99995000000001,900,0,-0.0
thorp1,860.97755,990.61592,0.0,0.0,-129.63837,0,0,-0.0
kindly-wolf6919,1930.13443,1080.4007199999999,0.0,0.0,61.702909999999974,900,0,-111.9692
legendrxl,956.42343,2087.80056,0.0,0.0,-123.65433000000007,0,0,-1007.7228
boiboi3434,855.21514,1423.6324399999999,0.0,0.0,-120.54049999999995,0,0,-447.8768
lce_fight,572.28708,658.45699,0.0,0.0,-86.16991000000007,0,0,-0.0
0x456,578.38317,885.53688,0.0,0.0,-83.21531000000004,0,0,-223.9384
xwarrioryz,498.95439,574.08252,0.0,0.0,-75.12813000000006,0,0,-0.0
reddito321,20959.85757,668.74213,12142.857142857143,8333.333333333334,-73.10584,0,0,-111.9692
blackwarrior322,453.5949,521.8932,0.0,0.0,-68.29829999999998,0,0,-0.0
mattg1981,20875.38352,571.01884,12142.857142857143,8333.333333333334,-59.85659999999996,0,0,-111.9692
abcoathup,945.14735,951.11373,0.0,0.0,-58.08958000000001,0,500,-447.8768
verysillyman,341.48212,392.89947,0.0,0.0,-51.41735,0,0,-0.0
nethanns,341.38006,392.78204,0.0,0.0,-51.40197999999998,0,0,-0.0
ok-chance-4634,0,0,0.0,0.0,-51.22372999999999,0,0,-0.0
mallison945,337.36121,388.15807,0.0,0.0,-50.79685999999998,0,0,-0.0
crypto_gaming_,0,0,0.0,0.0,-44.393899999999974,0,0,-0.0
99mushroom99,310.75535,467.85662,0.0,0.0,-45.13207,0,0,-111.9692
basoosh,387.68394,464.02637,0.0,0.0,35.62677000000002,0,0,-111.9692
poojaapriyaa,269.64321,420.86535000000003,0.0,0.0,-39.252939999999995,0,0,-111.9692
313deezy,274.99565,535.12213,0.0,0.0,-36.188080000000014,0,0,-223.9384
jolly-clue-8480,0,0,0.0,0.0,-34.14914999999999,0,0,-0.0
good_extension_9642,213.81103,246.0048,0.0,0.0,-32.19377,0,0,-0.0
kappatalizable,204.11771,234.85194,0.0,0.0,-30.734230000000025,0,0,-0.0
pandora_key,191.13128,219.91014,0.0,0.0,-28.77886000000001,0,0,-0.0
quickswapofficial,0,0,0.0,0.0,-27.80643999999998,0,0,-111.9692
savi321,185.21849,322.34552,0.0,0.0,-25.15782999999999,0,0,-111.9692
cryotosensei,158.75822,182.66262,0.0,0.0,-23.90440000000001,0,0,-0.0
defiboy,241.53773,825.49524,0.0,0.0,-24.11151000000001,0,0,-559.846
nobelcause,1063.29416,156.56796,0.0,0.0,6.726200000000006,900,0,-0.0
lordofming-rises,136.07847,156.56796,0.0,0.0,-20.48948999999999,0,0,-0.0
donut-bot,136.07847,156.56796,0.0,0.0,-20.48948999999999,0,0,-0.0
bigfatcat9712,136.07847,156.56796,0.0,0.0,-20.48948999999999,0,0,-0.0
landswipe,136.07847,156.56796,0.0,0.0,-20.48948999999999,0,0,-0.0
x_lincoln_x,136.07847,156.56796,0.0,0.0,-20.48948999999999,0,0,-0.0
fallini47,0,0,0.0,0.0,-20.48948999999999,0,0,-0.0
cg-saviour878879,136.07847,156.56796,0.0,0.0,-20.48948999999999,0,0,-0.0
icy-profile-1655,263.55447,1178.60943,0.0,0.0,-19.301360000000017,0,0,-895.7536
raresanevoice,123.09205,141.62616,0.0,0.0,-18.53411,0,0,-0.0
beerdrinker_mavech,135.55875,265.75079999999997,0.0,0.0,-18.222849999999994,0,0,-111.9692
ellileon,113.39872,130.4733,0.0,0.0,-17.074579999999997,0,0,-0.0
disastrous_cobbler13,90.71898,104.37864,0.0,0.0,-13.659660000000002,0,0,-0.0
modern_orange,90.71898,104.37864,0.0,0.0,-13.659660000000002,0,0,-0.0
thinkingperson,90.71898,104.37864,0.0,0.0,-13.659660000000002,0,0,-0.0
bigfella0077,90.71898,104.37864,0.0,0.0,-13.659660000000002,0,0,-0.0
wales-bloke,90.71898,104.37864,0.0,0.0,-13.659660000000002,0,0,-0.0
updown_crypto,90.71898,104.37864,0.0,0.0,-13.659660000000002,0,0,-0.0
monstaaa,90.71898,104.37864,0.0,0.0,-13.659660000000002,0,0,-0.0
minute-many-1775,0,0,0.0,0.0,-13.659660000000002,0,0,-0.0
zkrooky,90.71898,104.37864,0.0,0.0,-13.659660000000002,0,0,-0.0
elzizooo,90.71898,104.37864,0.0,0.0,-13.659660000000002,0,0,-0.0
seateddruid,81.42936,93.69027,0.0,0.0,-12.260909999999996,0,0,-0.0
captainmidday,77.73256,89.43684,0.0,0.0,-11.704279999999997,0,0,-0.0
xadebravo,77.73256,89.43684,0.0,0.0,-11.704279999999997,0,0,-0.0
painkilleraddict6373,77.73256,89.43684,0.0,0.0,-11.704279999999997,0,0,-0.0
ryan1064,85.88684,208.00336,0.0,0.0,-10.147319999999993,0,0,-111.9692
f-machine,68.03924,78.28398,0.0,0.0,-10.244739999999993,0,0,-0.0
jinglesthemouse,68.03924,78.28398,0.0,0.0,-10.244739999999993,0,0,-0.0
lorem_epsom_dollar,68.03924,78.28398,0.0,0.0,-10.244739999999993,0,0,-0.0
blackout24,45.35949,52.18932,0.0,0.0,-6.829830000000001,0,0,-0.0
bicycleoflife,45.35949,52.18932,0.0,0.0,-6.829830000000001,0,0,-0.0
supernoise5209,45.35949,52.18932,0.0,0.0,-6.829830000000001,0,0,-0.0
rootpl,45.35949,52.18932,0.0,0.0,-6.829830000000001,0,0,-0.0
vivarevo,45.35949,52.18932,0.0,0.0,-6.829830000000001,0,0,-0.0
hypno_hamster,45.35949,52.18932,0.0,0.0,-6.829830000000001,0,0,-0.0
most_being_4002,954.43139,52.18932,0.0,0.0,2.2420699999999982,900,0,-0.0
foreignger,45.35949,52.18932,0.0,0.0,-6.829830000000001,0,0,-0.0
shadowknight324,45.35949,52.18932,0.0,0.0,-6.829830000000001,0,0,-0.0
davedoenotmoe,45.35949,52.18932,0.0,0.0,-6.829830000000001,0,0,-0.0
distinctengineering2,45.35949,52.18932,0.0,0.0,-6.829830000000001,0,0,-0.0
mr-pomeroy,45.35949,52.18932,0.0,0.0,-6.829830000000001,0,0,-0.0
skywkr666,45.35949,52.18932,0.0,0.0,-6.829830000000001,0,0,-0.0
imafreemason,45.35949,52.18932,0.0,0.0,-6.829830000000001,0,0,-0.0
consistent-stage-217,45.35949,52.18932,0.0,0.0,-6.829830000000001,0,0,-0.0
ikkaku999,45.35949,52.18932,0.0,0.0,-6.829830000000001,0,0,-0.0
armandeluz,45.35949,52.18932,0.0,0.0,-6.829830000000001,0,0,-0.0
greenwolf_12,45.35949,52.18932,0.0,0.0,-6.829830000000001,0,0,-0.0
weallwinoneday,45.35949,52.18932,0.0,0.0,-6.829830000000001,0,0,-0.0
heping_qi,45.35949,52.18932,0.0,0.0,-6.829830000000001,0,0,-0.0
chinoui66,45.35949,52.18932,0.0,0.0,-6.829830000000001,0,0,-0.0
alpeshnaper,45.35949,52.18932,0.0,0.0,-6.829830000000001,0,0,-0.0
oppositebumblebee914,45.35949,52.18932,0.0,0.0,-6.829830000000001,0,0,-0.0
bluesmaker,45.35949,52.18932,0.0,0.0,-6.829830000000001,0,0,-0.0
bukvicnemanja,0,0,0.0,0.0,-6.829830000000001,0,0,-0.0
thecryptos,51.15246,168.39017,0.0,0.0,-5.268509999999999,0,0,-111.9692
arthropal,23.60961,27.16454,0.0,0.0,-3.554929999999999,0,0,-0.0
dont_forget_canada,22.67975,26.09466,0.0,0.0,-3.4149100000000026,0,0,-0.0
killawaspattack,22.67975,26.09466,0.0,0.0,-3.4149100000000026,0,0,-0.0
raymv1987,22.67975,26.09466,0.0,0.0,-3.4149100000000026,0,0,-0.0
inverses2,22.67975,26.09466,0.0,0.0,-3.4149100000000026,0,0,-0.0
guldrion,22.67975,26.09466,0.0,0.0,-3.4149100000000026,0,0,-0.0
bkcrypt0,22.67975,26.09466,0.0,0.0,-3.4149100000000026,0,0,-0.0
blakes456,22.67975,26.09466,0.0,0.0,-3.4149100000000026,0,0,-0.0
teamocil_qd,22.67975,26.09466,0.0,0.0,-3.4149100000000026,0,0,-0.0
subdep,22.67975,26.09466,0.0,0.0,-3.4149100000000026,0,0,-0.0
flaky_word_7636,22.67975,26.09466,0.0,0.0,-3.4149100000000026,0,0,-0.0
hungry_toe_9555,22.67975,26.09466,0.0,0.0,-3.4149100000000026,0,0,-0.0
klutzy_beyond_9206,0,0,0.0,0.0,-3.4149100000000026,0,0,-0.0
bvandepol,57.51724,284.96798,0.0,0.0,-3.5123399999999982,0,0,-223.9384
physicallodging,30.0709,144.00209,0.0,0.0,-1.9619900000000001,0,0,-111.9692
epicureanmystic,1.18388,1.36214,0.0,0.0,-0.17825999999999986,0,0,-0.0
richper413,0.23587,0.27138,0.0,0.0,-0.035510000000000014,0,0,-0.0
002_timmy,9.21722,233.15562,0.0,0.0,0,0,0,-223.9384
economist_kinda,0,220.20253,0.0,0.0,0,0,0,-223.9384
imdoubleb,0,90.67163,0.0,0.0,0,0,0,-111.9692
citadelian,0,0.0,0.0,0.0,0,0,0,-111.9692
mattie_kadlec,0,56.9936,0.0,0.0,0,0,0,-111.9692
acidyo,0,38.85927,0.0,0.0,0,0,0,-111.9692
0xpolygonlabs,0,38.85927,0.0,0.0,0,0,0,-111.9692
iamjide91,0,110.04818,0.0,0.0,0,0,0,-223.9384
donsaudi29,0,104.00168,0.0,0.0,0,0,0,-223.9384
runyoufreak,0,325.95156,0.0,0.0,0,0,0,-447.8768
na7oul,0,64.76545,0.0,0.0,0,0,0,-223.9384
barbarossabros,0,51.81236,0.0,0.0,0,0,0,-223.9384
josefumi12,0,142.48399,0.0,0.0,0,0,0,-335.9076
potentialclassroom75,0,1175.73125,0.0,0.0,0,0,0,-2015.4456
absurdcriminality,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
Lee911123,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
4inalfantasy,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
Material-Emotion1245,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
GoodMornEveGoodNight,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
tahiraslam8k,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
phoenixblue,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
StatisticalMan,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
Nagemasu,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
carlslarson,20476.19048,0.0,12142.857142857143,8333.333333333334,0.0,0,0,-0.0
Jake123194,12142.85714,0.0,12142.857142857143,0.0,0.0,0,0,-0.0
