username,contrib,base,mod,org,voter,voting_bonus_contrib,post_of_the_week,pay2post
masterpieceloud4931,9757.1298,8657.86981,0.0,0.0,516.6923900000002,1400,0,-817.4324
consistent-revenue61,10666.78407,10628.04435,0.0,0.0,1050.1652999999997,1400,0,-2411.42558
yamaniac123,10354.03424,10157.5421,0.0,0.0,962.6880000000001,1400,0,-2166.19586
falk_lhoste,9124.6008,8373.48846,0.0,0.0,659.0041799999999,1400,0,-1307.89184
cymandetv,7865.36241,7603.400900000001,0.0,0.0,61.137150000000474,1100,0,-899.17564
carrykind8827,7229.50429,9195.63887,0.0,0.0,-254.70899999999983,700,0,-2411.42558
whodontloveboobs,5747.92683,6087.01735,0.0,0.0,-272.0703000000003,700,500,-1267.02022
xnixxer,3357.37492,5577.37059,0.0,0.0,-830.3605899999998,0,0,-1389.63508
mrwiowijo,2704.50554,3700.95771,0.0,0.0,-751.2224499999998,0,0,-245.22972
boiboi3434,4899.36549,4711.2732,0.0,0.0,191.6260299999999,1100,0,-1103.53374
successotherwise2760,5603.00737,5031.338949999999,0.0,0.0,561.3035,1400,0,-1389.63508
huelino,3481.29411,3432.2722700000004,0.0,0.0,-242.26196000000027,700,0,-408.7162
lillica_golden_shib,4353.19265,2867.18311,0.0,0.0,86.00954000000002,1400,0,-0.0
malixshak,2557.19844,4550.86853,0.0,0.0,-604.03501,0,0,-1389.63508
electrical_tension,3756.91857,2734.31009,0.0,0.0,-77.39152000000013,1100,0,-0.0
jack-jackson-the2nd,4313.05385,3495.3416,0.0,0.0,398.63112999999976,1400,0,-980.91888
ellileon,3894.84051,2645.38589,0.0,0.0,176.42758000000003,1400,0,-326.97296
musthaf3star,1914.57157,3353.08365,0.0,0.0,-457.5932,0,0,-980.91888
drrobbe,13475.29278,2289.93896,0.0,0.0,89.71192000000019,1300,10000,-204.3581
bluemugg,1045.26151,1344.63523,0.0,0.0,-299.37372000000005,0,0,-0.0
prog132487,962.62967,1349.75845,0.0,0.0,-264.51391999999987,0,0,-122.61486
eveliaavila,1784.37478,1309.38052,0.0,0.0,-102.39087999999992,700,0,-122.61486
timbulance,2558.8153,1125.0657,0.0,0.0,33.74959999999987,1400,0,-0.0
s-u_2,2395.71365,966.71423,0.0,0.0,28.999419999999986,1400,0,-0.0
crypto-4-freedom,2070.46311,1056.94838,0.0,0.0,-4.74203,1100,0,-81.74324
murky-statistician45,622.15267,800.34364,0.0,0.0,-178.1909700000001,0,0,-0.0
gubbie99,2481.99374,1360.77952,0.0,0.0,170.80204000000003,1400,0,-449.58782
mundane-farm-4117,2190.6523,767.62515,0.0,0.0,23.027150000000006,1400,0,-0.0
lce_fight,0,0,0.0,0.0,-145.9097,0,0,-0.0
flaky_word_7636,485.84346,624.99406,0.0,0.0,-139.1506,0,0,-0.0
aminok,14850.24841,1065.85333,14166.666666666666,0.0,26.44461000000001,0,0,-408.7162
raymv1987,16149.43606,593.27295,14166.666666666666,0.0,30.368060000000014,1400,0,-40.87162
slowpokesemporium,392.36686,504.7448,0.0,0.0,-112.37794000000002,0,0,-0.0
rare1994,1201.44446,656.86046,0.0,0.0,-32.801139999999975,700,0,-122.61486
shadowknight324,494.55451,1011.55407,0.0,0.0,-108.28335999999996,0,0,-408.7162
king__robbo,1847.56501,434.52998,0.0,0.0,13.03502999999995,1400,0,-0.0
barcode011011,443.00531,982.50195,0.0,0.0,-89.90881999999999,0,0,-449.58782
economist_kinda,1217.73116,871.2932900000001,0.0,0.0,14.28245000000004,700,0,-367.84458
ronitn,420.28633,915.1690699999999,0.0,0.0,-86.16654,0,0,-408.7162
coinfeeds-bot,278.58187,358.37061,0.0,0.0,-79.78874000000002,0,0,-0.0
mixdealyn,1660.10612,356.34172,0.0,0.0,3.7643999999999664,1300,0,-0.0
mattg1981,24147.82866,371.50306,14166.666666666666,8333.333333333334,17.197220000000016,1300,0,-40.87162
f-machine,299.241,648.9781,0.0,0.0,-63.635760000000005,0,0,-286.10134
reddito321,22736.74256,378.03103,14166.666666666666,8333.333333333334,-59.545230000000004,0,0,-81.74324
arstotzkahero,190.20518,244.68192,0.0,0.0,-54.47673999999998,0,0,-0.0
michaelaischmann,167.74014,215.78266,0.0,0.0,-48.042519999999996,0,0,-0.0
002_timmy,206.28687,414.51528,0.0,0.0,-44.741929999999996,0,0,-163.48648
franzjosephballe,149.94792,192.89456,0.0,0.0,-42.94664,0,0,-0.0
mallison945,149.83499,192.74928,0.0,0.0,-42.914289999999994,0,0,-0.0
heping_qi,138.64685,178.35675,0.0,0.0,-39.709900000000005,0,0,-0.0
xwarrioryz,876.24162,229.36529000000002,0.0,0.0,-12.252049999999997,700,0,-40.87162
ablablababla,851.39381,169.35174,0.0,0.0,-17.957930000000005,700,0,-0.0
kindly-wolf6919,154.23846,273.60875999999996,0.0,0.0,-37.62706,0,0,-81.74324
darunningdead,1610.17492,260.31983,0.0,0.0,31.598330000000004,1400,0,-81.74324
proandromeda,1248.71953,153.0515,0.0,0.0,-4.3319700000000125,1100,0,-0.0
master_zeal,0,12.68847,0.0,0.0,-32.06218,0,0,-204.3581
diyrself,89.6979,115.38831,0.0,0.0,-25.69041,0,0,-0.0
asingleguitarstring,121.87586,269.19173,0.0,0.0,-24.701009999999997,0,0,-122.61486
donut-bot,83.25558,107.10084,0.0,0.0,-23.84526000000001,0,0,-0.0
chemicalanybody6229,79.45518,102.21197,0.0,0.0,-22.756789999999995,0,0,-0.0
insanemcfries,78.11967,100.49395,0.0,0.0,-22.37428,0,0,-0.0
wdym_brother,0,0,0.0,0.0,-21.973700000000008,0,0,-0.0
tahiraslam8k,108.87636,253.19716,0.0,0.0,-21.70594,0,0,-122.61486
good_extension_9642,74.33012,95.61904,0.0,0.0,-21.288920000000005,0,0,-0.0
raresanevoice,74.15554,95.39446,0.0,0.0,-21.238919999999993,0,0,-0.0
modern_orange,71.92738,92.52813,0.0,0.0,-20.600750000000005,0,0,-0.0
important_addition,0,0,0.0,0.0,-19.227829999999997,0,0,-40.87162
abcoathup,1613.82594,296.44757999999996,0.0,0.0,-19.13516,0,1500,-163.48648
0x456,53.1069,68.31726,0.0,0.0,-15.210360000000001,0,0,-0.0
likelysomeone3,759.84621,66.945,0.0,0.0,-7.098789999999994,700,0,-0.0
holdthefridge,63.2093,118.50459,0.0,0.0,-14.423670000000001,0,0,-40.87162
bleakj,58.42241,112.38574,0.0,0.0,-13.091709999999999,0,0,-40.87162
consistent-stage-217,46.32675,59.59521,0.0,0.0,-13.268460000000005,0,0,-0.0
mgoazul,45.22598,58.17917,0.0,0.0,-12.95319,0,0,-0.0
bzzking,44.38562,57.09811,0.0,0.0,-12.712489999999995,0,0,-0.0
winemakerbg,39.5249,50.84524,0.0,0.0,-11.320339999999995,0,0,-0.0
wrong-spirit-391,49.72166,101.26398,0.0,0.0,-10.670700000000004,0,0,-40.87162
nxturer,0,0,0.0,0.0,-10.075080000000007,0,0,-0.0
mrmatar18,34.52215,44.40965,0.0,0.0,-9.887499999999996,0,0,-0.0
verysillyman,33.70792,43.36221,0.0,0.0,-9.654289999999996,0,0,-0.0
savi321,44.28706,94.63905,0.0,0.0,-9.480369999999994,0,0,-40.87162
foreignger,32.82464,42.22596,0.0,0.0,-9.401319999999998,0,0,-0.0
deltav8,736.89135,41.26735,0.0,0.0,-4.375999999999998,700,0,-0.0
samer109,1161.92462,93.49004,0.0,0.0,9.306200000000004,1100,0,-40.87162
ok-chance-4634,30.4653,39.19088,0.0,0.0,-8.72558,0,0,-0.0
asleep_fact_2549,29.59041,38.06541,0.0,0.0,-8.475000000000001,0,0,-0.0
diamond_hands420,29.59041,38.06541,0.0,0.0,-8.475000000000001,0,0,-0.0
cexrex,29.59041,38.06541,0.0,0.0,-8.475000000000001,0,0,-0.0
jumpy-sugar-9858,0,0,0.0,0.0,-8.475000000000001,0,0,-0.0
idigholes,29.59041,38.06541,0.0,0.0,-8.475000000000001,0,0,-0.0
slight-syrup6769,27.73213,35.6749,0.0,0.0,-7.942769999999999,0,0,-0.0
__kinsley,24.70503,31.78081,0.0,0.0,-7.075779999999998,0,0,-0.0
seateddruid,24.65867,31.72118,0.0,0.0,-7.06251,0,0,-0.0
accomplished-dog4393,24.65867,31.72118,0.0,0.0,-7.06251,0,0,-0.0
lennethluna,24.65867,31.72118,0.0,0.0,-7.06251,0,0,-0.0
lord-nagafen,23.6092,30.37112,0.0,0.0,-6.76192,0,0,-0.0
theonewhocared,22.65245,29.14034,0.0,0.0,-6.487889999999997,0,0,-0.0
successful_ear_2582,22.41474,28.83455,0.0,0.0,-6.419810000000002,0,0,-0.0
legal-koala-7931,20.75866,26.70415,0.0,0.0,-5.9454899999999995,0,0,-0.0
cryptonault,19.72694,25.37694,0.0,0.0,-5.650000000000002,0,0,-0.0
jaskidd05,19.72694,25.37694,0.0,0.0,-5.650000000000002,0,0,-0.0
gbeasteth,19.72694,25.37694,0.0,0.0,-5.650000000000002,0,0,-0.0
lrnfaroesewthbergur,19.72694,25.37694,0.0,0.0,-5.650000000000002,0,0,-0.0
kalle_sol,19.72694,25.37694,0.0,0.0,-5.650000000000002,0,0,-0.0
thorp1,19.72694,25.37694,0.0,0.0,-5.650000000000002,0,0,-0.0
justjoner,19.72694,25.37694,0.0,0.0,-5.650000000000002,0,0,-0.0
e-kofinasir,0,0,0.0,0.0,-5.650000000000002,0,0,-0.0
iama_______,0,0,0.0,0.0,-5.650000000000002,0,0,-0.0
lorem_epsom_dollar,0,0,0.0,0.0,-5.650000000000002,0,0,-0.0
hippiestartraveler,18.89052,24.30096,0.0,0.0,-5.410440000000001,0,0,-0.0
soil_electronic,18.50436,23.8042,0.0,0.0,-5.299840000000003,0,0,-0.0
big-yogurtcloset2731,18.09848,23.28207,0.0,0.0,-5.183590000000002,0,0,-0.0
affectionate_hand_76,17.9096,23.03909,0.0,0.0,-5.1294900000000005,0,0,-0.0
damg808,17.28179,22.23147,0.0,0.0,-4.949680000000001,0,0,-0.0
qldvaper88,14.85241,19.1063,0.0,0.0,-4.25389,0,0,-0.0
nsfwcryptoposting,14.7952,19.0327,0.0,0.0,-4.237499999999999,0,0,-0.0
much-lunch2438,14.7952,19.0327,0.0,0.0,-4.237499999999999,0,0,-0.0
brief_platform_8049,14.7952,19.0327,0.0,0.0,-4.237499999999999,0,0,-0.0
parush9,13.54649,17.42634,0.0,0.0,-3.8798499999999994,0,0,-0.0
tanikushokutomu,13.54649,17.42634,0.0,0.0,-3.8798499999999994,0,0,-0.0
guldrion,13.17118,16.94355,0.0,0.0,-3.7723699999999987,0,0,-0.0
0xpolygonlabs,0,0,0.0,0.0,-3.5061099999999996,0,0,-0.0
physicaljoe3011,10.57167,13.5995,0.0,0.0,-3.0278300000000016,0,0,-0.0
lokojones,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
topcontender,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
triplereward,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
rd303,0,0,0.0,0.0,-2.825000000000001,0,0,-0.0
one-happy-chappie,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
vivarevo,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
notgaf,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
chuloreddit,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
cyber-cafe,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
deckartcain,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
letsridetheworld,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
upvote_me_slag,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
allstater2007,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
macktologist,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
mbdtf95,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
elegantoneshot,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
dtol2020,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
leviathynx,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
awaythrowred8,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
charlietheo-14,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
darkra93,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
iamjide91,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
final_lionel,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
choppathekid,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
abc_123_anyname,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
muchgangster1337,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
soialboobar,711.34299,12.68847,0.0,0.0,-1.3454800000000002,700,0,-0.0
klemko1177,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
physicallodging,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
simplemoonfarmer,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
extravagos,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
thetraveller79,0,0,0.0,0.0,-2.825000000000001,0,0,-0.0
chap88,0,0,0.0,0.0,-2.825000000000001,0,0,-0.0
shelbyturtle,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
garugasrevenge,9.86347,12.68847,0.0,0.0,-2.825000000000001,0,0,-0.0
shot-environment2862,9.103,11.71019,0.0,0.0,-2.607190000000001,0,0,-0.0
budget_muffin7766,9.04924,11.64104,0.0,0.0,-2.591800000000001,0,0,-0.0
satori_is_life,8.34154,10.73064,0.0,0.0,-2.389099999999999,0,0,-0.0
jvhooligan,8.23501,10.5936,0.0,0.0,-2.3585899999999995,0,0,-0.0
guliblefox,8.23501,10.5936,0.0,0.0,-2.3585899999999995,0,0,-0.0
barbarossabros,19.54696,62.6931,0.0,0.0,-2.2745200000000008,0,0,-40.87162
k4k4shi,7.9756,10.2599,0.0,0.0,-2.2843,0,0,-0.0
thinkingperson,7.9756,10.2599,0.0,0.0,-2.2843,0,0,-0.0
getblockio,30.16037,114.20827,0.0,0.0,-2.30466,0,0,-81.74324
porcoddio45,6.27563,8.07304,0.0,0.0,-1.797410000000001,0,0,-0.0
landswipe,5.28583,6.79975,0.0,0.0,-1.5139200000000006,0,0,-0.0
iso20022_,5.28583,6.79975,0.0,0.0,-1.5139200000000006,0,0,-0.0
ropex007,4.93173,6.34424,0.0,0.0,-1.4125100000000002,0,0,-0.0
tobetobii,4.93173,6.34424,0.0,0.0,-1.4125100000000002,0,0,-0.0
pmme_ur_tiny_tits,4.93173,6.34424,0.0,0.0,-1.4125100000000002,0,0,-0.0
nakamo-toe,4.11751,5.2968,0.0,0.0,-1.17929,0,0,-0.0
picklemonkey,3.68302,4.73787,0.0,0.0,-1.05485,0,0,-0.0
technical-track2663,3.68302,4.73787,0.0,0.0,-1.05485,0,0,-0.0
putrid-guarantee-515,3.68302,4.73787,0.0,0.0,-1.05485,0,0,-0.0
emlanis,13.06178,54.48387,0.0,0.0,-0.55047,0,0,-40.87162
pirate-investor,0,0,0.0,0.0,-0.55047,0,0,-40.87162
administrativeaide47,1.68074,2.16212,0.0,0.0,-0.4813799999999999,0,0,-0.0
jasmyiot,0.42709,0.54941,0.0,0.0,-0.12231999999999993,0,0,-0.0
na3than,0.20812,0.26773,0.0,0.0,-0.059610000000000024,0,0,-0.0
doctorwho_cares,0.05721,0.07359,0.0,0.0,-0.016380000000000006,0,0,-0.0
profitablecheetah,0.02071,0.02665,0.0,0.0,-0.005940000000000001,0,0,-0.0
rootpl,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
mrpuffer23,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
asad2047,1000.0,0.0,0.0,0.0,0.0,1000,0,-0.0
scuczu2,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
mokhlis_jones,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
satrumm,0.0,0,0.0,0.0,0.0,0,0,-0.0
uberg33k,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
emyfsh201,33.01566,155.63052000000002,0.0,0.0,0,0,0,-122.61486
temporary_principle1,0,0.0,0.0,0.0,0,0,0,-40.87162
johnnmichael007,0.92378,41.7954,0.0,0.0,0,0,0,-40.87162
unable-rise-6724,0,0,0.0,0.0,0,0,0,-122.61486
security_raven,21.56311,144.17797000000002,0.0,0.0,0,0,0,-122.61486
naive_marionberry887,0,0.0,0.0,0.0,0,0,0,-81.74324
connect-medium9795,0,21.87153,0.0,0.0,0,0,0,-40.87162
jormpt,0,17.67318,0.0,0.0,0,0,0,-40.87162
sidmehra1992,0,13.12523,0.0,0.0,0,0,0,-40.87162
kush-t420,0,0,0.0,0.0,0,0,0,-163.48648
gh0sta,0,5.2968,0.0,0.0,0,0,0,-40.87162
daltadka911,0,153.93037,0.0,0.0,0,0,0,-163.48648
funnyurolith61,0,146.42391,0.0,0.0,0,0,0,-163.48648
atorcran,0,33.64373,0.0,0.0,0,0,0,-81.74324
fluid_department_120,0,33.58617,0.0,0.0,0,0,0,-81.74324
mattie_kadlec,0,222.94945,0.0,0.0,0,0,0,-245.22972
mrkay07,0,96.73275,0.0,0.0,0,0,0,-163.48648
potentialclassroom75,0,501.12371,0.0,0.0,0,0,0,-531.33106
chinoui66,0,209.41376,0.0,0.0,0,0,0,-326.97296
arztf,0,108.07872,0.0,0.0,0,0,0,-326.97296
bvandepol,1857.09918,2111.62255,0.0,0.0,266.44277,1400,0,-1920.96614
its-magnetic,0,250.11517,0.0,0.0,0,0,0,-531.33106
icy-profile-1655,0,1646.8519199999998,0.0,0.0,0,0,0,-1675.73642
quintavious_danilo,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
Latter-Fudge1063,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
geniusboy91,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
HereticLaserHaggis,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
Njaa,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
Doyouneedsum,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
Lordofthewhales,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
painkilleraddict6373,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
Electronic-Fudge-711,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
CM19901,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
carlslarson,22500.0,0.0,14166.666666666666,8333.333333333334,0.0,0,0,-0.0
Jake123194,14166.66667,0.0,14166.666666666666,0.0,0.0,0,0,-0.0
