username,contrib,base,voter,voting_bonus_contrib,post_of_the_week,pay2post
jake123194,89.06727,85.07671,3.990559999999988,0,0,-0.0
k3surfacer,77.4498,85.07671,-7.626910000000009,0,0,-0.0
triplereward,77.4498,85.07671,-7.626910000000009,0,0,-0.0
statisticalman,77.4498,85.07671,-7.626910000000009,0,0,-0.0
p4t0k,77.4498,85.07671,-7.626910000000009,0,0,-0.0
nickel62,77.4498,85.07671,-7.626910000000009,0,0,-0.0
fluid_department_120,77.4498,85.07671,-7.626910000000009,0,0,-0.0
puddingbuks26,77.4498,85.07671,-7.626910000000009,0,0,-0.0
vivarevo,77.4498,85.07671,-7.626910000000009,0,0,-0.0
dou8le8u88le,77.4498,85.07671,-7.626910000000009,0,0,-0.0
soldier9945,0,0,-7.626910000000009,0,0,-0.0
lord-nagafen,77.4498,85.07671,-7.626910000000009,0,0,-0.0
spare_imagination648,77.4498,85.07671,-7.626910000000009,0,0,-0.0
jaskidd05,77.4498,85.07671,-7.626910000000009,0,0,-0.0
theelusivefox,77.4498,85.07671,-7.626910000000009,0,0,-0.0
ch40440,77.4498,85.07671,-7.626910000000009,0,0,-0.0
mimsoo777,77.4498,85.07671,-7.626910000000009,0,0,-0.0
jgcheema,77.4498,85.07671,-7.626910000000009,0,0,-0.0
ufonomura808,77.4498,85.07671,-7.626910000000009,0,0,-0.0
modern_orange,77.4498,85.07671,-7.626910000000009,0,0,-0.0
taschentuch9,77.4498,85.07671,-7.626910000000009,0,0,-0.0
njaa,77.4498,85.07671,-7.626910000000009,0,0,-0.0
arthropal,77.4498,85.07671,-7.626910000000009,0,0,-0.0
wales-bloke,77.4498,85.07671,-7.626910000000009,0,0,-0.0
ikkaku999,77.4498,85.07671,-7.626910000000009,0,0,-0.0
nethanns,77.4498,85.07671,-7.626910000000009,0,0,-0.0
armandeluz,77.4498,85.07671,-7.626910000000009,0,0,-0.0
j0n82,77.4498,85.07671,-7.626910000000009,0,0,-0.0
weallwinoneday,77.4498,85.07671,-7.626910000000009,0,0,-0.0
hereticlaserhaggis,77.4498,85.07671,-7.626910000000009,0,0,-0.0
simplemoonfarmer,77.4498,85.07671,-7.626910000000009,0,0,-0.0
mokhlis_jones,77.4498,85.07671,-7.626910000000009,0,0,-0.0
landswipe,77.4498,85.07671,-7.626910000000009,0,0,-0.0
truthwatcher_,77.4498,85.07671,-7.626910000000009,0,0,-0.0
alpeshnaper,77.4498,85.07671,-7.626910000000009,0,0,-0.0
nielzz,77.4498,85.07671,-7.626910000000009,0,0,-0.0
commo64dor,77.4498,85.07671,-7.626910000000009,0,0,-0.0
phambidge,77.4498,85.07671,-7.626910000000009,0,0,-0.0
swaggy18,0,0,-7.626910000000009,0,0,-0.0
jarcola52,0,0,-7.626910000000009,0,0,-0.0
lennethluna,0.0,1064.95477,-64.95477,0,0,-1000.0
0x456,21.0743,297.76848,-26.694179999999996,0,0,-250.0
dont_forget_canada,38.7249,42.53836,-3.813459999999999,0,0,-0.0
massive-tension-1055,38.7249,42.53836,-3.813459999999999,0,0,-0.0
tatakae69,38.7249,42.53836,-3.813459999999999,0,0,-0.0
kappatalizable,38.7249,42.53836,-3.813459999999999,0,0,-0.0
vino23,38.7249,42.53836,-3.813459999999999,0,0,-0.0
moondefender,38.7249,42.53836,-3.813459999999999,0,0,-0.0
iceddlatte,5.30117,287.58325,-32.28208,0,0,-250.0
economist_kinda,0.0,255.23013,-5.23013,0,0,-250.0
ironmoosen,0.78224,0.85927,-0.07702999999999993,0,0,-0.0
pirateskb,0,233.94788999999997,0,0,0,-250.0
icy-profile-1655,0,191.40953,0,0,0,-250.0
allcodecomsf,0,0,0,0,0,-250.0
criticalcobraz,0,425.9053,0,0,0,-500.0
mattie_kadlec,0,382.81906,0,0,0,-500.0
shadowknight324,0,108.30887,0,0,0,-250.0
aitalianstallion,0,95.70476,0,0,0,-250.0
wallstlegends,0,85.07671,0,0,0,-250.0
physicallodging,0,287.26264,0,0,0,-500.0
poojaapriyaa,0,515.80558,0,0,0,-750.0
savi321,0,170.15342,0,0,0,-500.0
donsaudi29,0,153.12762,0,0,0,-500.0
blizzardboy123,0,85.07671,0,0,0,-500.0
Latter-Fudge1063,0.0,0.0,0.0,0,0,-0.0
maddhy,0.0,0.0,0.0,0,0,-0.0
Sebastian_DRS,0.0,0.0,0.0,0,0,-0.0
Choice-Spend8776,0.0,0.0,0.0,0,0,-0.0
na7oul,0.0,0.0,0.0,0,0,-0.0
Alskiessss,0.0,0.0,0.0,0,0,-0.0
twicrates,0.0,0.0,0.0,0,0,-0.0
OLFRNDS,0.0,0.0,0.0,0,0,-0.0
Extravagos,0.0,0.0,0.0,0,0,-0.0
qqAzo,0.0,0.0,0.0,0,0,-0.0
wir3t4p,0.0,0.0,0.0,0,0,-0.0
blthmsphlp,0.0,0.0,0.0,0,0,-0.0
ImDoubleB,0.0,0.0,0.0,0,0,-0.0
Gapkh,0.0,0.0,0.0,0,0,-0.0
Zein313,0.0,0.0,0.0,0,0,-0.0
