username,contrib,base,mod,org,voter,voting_bonus_contrib,post_of_the_week,pay2post
franzjosephballe,48.11968,48.03153,0.0,0.0,0.08815000000000595,0,0,-0.0
much-lunch2438,48.11968,48.03153,0.0,0.0,0.08815000000000595,0,0,-0.0
neroynunilnrr,0.08815,0,0.0,0.0,0.08815000000000595,0,0,-0.0
verysillyman,45.62804,45.54445,0.0,0.0,0.08359000000000094,0,0,-0.0
cryeingriviera,43.61664,43.53673,0.0,0.0,0.07990999999999815,0,0,-0.0
good_extension_9642,40.07437,106.99497,0.0,0.0,0.16812000000000182,0,0,-67.08872
ronitn,39.95641,106.92242999999999,0.0,0.0,0.1226999999999947,0,0,-67.08872
goreonmygears,39.73145,39.65867,0.0,0.0,0.07278000000000162,0,0,-0.0
angyts,38.49574,38.42522,0.0,0.0,0.07051999999999481,0,0,-0.0
massive-tension-1055,38.49574,38.42522,0.0,0.0,0.07051999999999481,0,0,-0.0
correct-style-9194,38.49574,38.42522,0.0,0.0,0.07051999999999481,0,0,-0.0
lordofming-rises,38.49574,38.42522,0.0,0.0,0.07051999999999481,0,0,-0.0
winemakerbg,38.49574,38.42522,0.0,0.0,0.07051999999999481,0,0,-0.0
bobby_juk,38.49574,38.42522,0.0,0.0,0.07051999999999481,0,0,-0.0
bigfatcat9712,38.49574,38.42522,0.0,0.0,0.07051999999999481,0,0,-0.0
heping_qi,38.49574,38.42522,0.0,0.0,0.07051999999999481,0,0,-0.0
complaintscary8730,0.07052,0,0.0,0.0,0.07051999999999481,0,0,-0.0
thinkingperson,34.09953,34.03706,0.0,0.0,0.06247000000000469,0,0,-0.0
peppers_,0.05402,0,0.0,0.0,0.05402000000000129,0,0,-0.0
0x456,29.48966,29.43564,0.0,0.0,0.05402000000000129,0,0,-0.0
pizzapicnic,28.8718,28.81892,0.0,0.0,0.052880000000001814,0,0,-0.0
nsfwcryptoposting,28.8718,28.81892,0.0,0.0,0.052880000000001814,0,0,-0.0
budget_muffin7766,28.8718,28.81892,0.0,0.0,0.052880000000001814,0,0,-0.0
accomplished-dog4393,28.8718,28.81892,0.0,0.0,0.052880000000001814,0,0,-0.0
ryjobe36,26.88158,26.83233,0.0,0.0,0.04925000000000068,0,0,-0.0
normal-chart-1955,24.19943,158.27373,0.0,0.0,0.10313999999999979,0,0,-134.17744
susanforeman,19.24787,19.21261,0.0,0.0,0.035259999999997405,0,0,-0.0
warriorlynx,19.24787,19.21261,0.0,0.0,0.035259999999997405,0,0,-0.0
raar__,19.24787,19.21261,0.0,0.0,0.035259999999997405,0,0,-0.0
ecore,19.24787,19.21261,0.0,0.0,0.035259999999997405,0,0,-0.0
deltav8,19.24787,19.21261,0.0,0.0,0.035259999999997405,0,0,-0.0
theonewhocared,19.24787,19.21261,0.0,0.0,0.035259999999997405,0,0,-0.0
cm19901,19.24787,19.21261,0.0,0.0,0.035259999999997405,0,0,-0.0
dieselpump510,19.24787,19.21261,0.0,0.0,0.035259999999997405,0,0,-0.0
doctorwho_cares,19.24787,19.21261,0.0,0.0,0.035259999999997405,0,0,-0.0
drche35,0.03526,0,0.0,0.0,0.035259999999997405,0,0,-0.0
agentprovocateur666,19.24787,19.21261,0.0,0.0,0.035259999999997405,0,0,-0.0
barbarossabros,19.24787,19.21261,0.0,0.0,0.035259999999997405,0,0,-0.0
olmops,19.24787,19.21261,0.0,0.0,0.035259999999997405,0,0,-0.0
iamjide91,19.24787,19.21261,0.0,0.0,0.035259999999997405,0,0,-0.0
abc_123_anyname,19.24787,19.21261,0.0,0.0,0.035259999999997405,0,0,-0.0
vino23,19.24787,19.21261,0.0,0.0,0.035259999999997405,0,0,-0.0
maximumstudent1839,19.24787,19.21261,0.0,0.0,0.035259999999997405,0,0,-0.0
idigholes,19.24787,19.21261,0.0,0.0,0.035259999999997405,0,0,-0.0
garugasrevenge,19.24787,19.21261,0.0,0.0,0.035259999999997405,0,0,-0.0
minute-many-1775,0.03526,0,0.0,0.0,0.035259999999997405,0,0,-0.0
x_lincoln_x,19.24787,19.21261,0.0,0.0,0.035259999999997405,0,0,-0.0
trapdem0n,19.24787,19.21261,0.0,0.0,0.035259999999997405,0,0,-0.0
autisticgaybear69,19.24787,19.21261,0.0,0.0,0.035259999999997405,0,0,-0.0
successful_ear_2582,14.74483,14.71782,0.0,0.0,0.027010000000000645,0,0,-0.0
epicureanmystic,9.97617,9.9579,0.0,0.0,0.018269999999999342,0,0,-0.0
evil_betty_,9.62586,9.60823,0.0,0.0,0.017629999999998702,0,0,-0.0
rare1994,9.62393,9.60631,0.0,0.0,0.01761999999999908,0,0,-0.0
jgcheema,9.62393,9.60631,0.0,0.0,0.01761999999999908,0,0,-0.0
qldvaper88,9.62393,9.60631,0.0,0.0,0.01761999999999908,0,0,-0.0
subdep,9.62393,9.60631,0.0,0.0,0.01761999999999908,0,0,-0.0
conedesk,9.62393,9.60631,0.0,0.0,0.01761999999999908,0,0,-0.0
dou8le8u88le,8.42864,8.4132,0.0,0.0,0.015439999999999898,0,0,-0.0
towjamb,8.11105,8.09619,0.0,0.0,0.01486000000000054,0,0,-0.0
lordofthewhales,6.7406,6.72826,0.0,0.0,0.012340000000000018,0,0,-0.0
jaskidd05,5.1209,5.11151,0.0,0.0,0.009389999999999787,0,0,-0.0
yang619,0.00939,0,0.0,0.0,0.009389999999999787,0,0,-0.0
wales-bloke,4.02473,4.01736,0.0,0.0,0.007369999999999877,0,0,-0.0
electrical_tension,3.3703,3.36413,0.0,0.0,0.006170000000000009,0,0,-0.0
rishabh_1738,0.00259,0,0.0,0.0,0.0025900000000000922,0,0,-0.0
donsaudi29,0,187.77935,0.0,0.0,0,0,0,-201.26616
arztf,0,46.76646,0.0,0.0,0,0,0,-67.08872
gubbie99,0,108.10935,0.0,0.0,0,0,0,-134.17744
002_timmy,0,33.40461,0.0,0.0,0,0,0,-67.08872
its-magnetic,0,33.40461,0.0,0.0,0,0,0,-67.08872
tahiraslam8k,0,26.62748,0.0,0.0,0,0,0,-67.08872
economist_kinda,0,92.15826,0.0,0.0,0,0,0,-134.17744
technical-track2663,0,20.04277,0.0,0.0,0,0,0,-67.08872
material-emotion1245,0,151.17075,0.0,0.0,0,0,0,-201.26616
markoo221,0,13.26564,0.0,0.0,0,0,0,-67.08872
f-machine,0,9.60631,0.0,0.0,0,0,0,-67.08872
tracyspacygo,0,7.39445,0.0,0.0,0,0,0,-67.08872
crimson_kira,0,73.39394,0.0,0.0,0,0,0,-134.17744
potentialclassroom75,0,66.80922,0.0,0.0,0,0,0,-134.17744
guliblefox,0,60.1283,0.0,0.0,0,0,0,-134.17744
physicallodging,0,112.83198999999999,0.0,0.0,0,0,0,-201.26616
master_zeal,0,26.72369,0.0,0.0,0,0,0,-134.17744
hiorea,0,213.69603,0.0,0.0,0,0,0,-335.4436
profitablecheetah,0,0.10623,0.0,0.0,0,0,0,-134.17744
zealousideal_ice8918,0,63.05369,0.0,0.0,0,0,0,-201.26616
icy-profile-1655,0,310.73152,0.0,0.0,0,0,0,-469.62104
disastrous_cobbler13,0,33.40461,0.0,0.0,0,0,0,-201.26616
mattie_kadlec,0,19.21261,0.0,0.0,0,0,0,-201.26616
funnyurolith61,0,144.99205,0.0,0.0,0,0,0,-335.4436
bitcoinsky,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
jormpt,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
0xpolygonlabs,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
Haruhi4,0.0,0.0,0.0,0.0,0.0,0,0,-0.0
